reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
FUMtr	0.70326	-0.1136	0.14496	6.7001e-66	3.2258e-69	3.96e-51	-113.0015__-132.5957	71.7238__84.7099	-522.9684__-196.0455	-99.26694__-114.6376	-0.90478__-0.78409	3.6937__3.0625	1	6.7001e-66	-156.9119	-187.4747	-56.0754	-64.5039	0.86592	0.86592
GLCURtr	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
XMPtr	0.57681	0.1943	0.14505	4.5171e-147	3.2587e-152	1.0861e-134	-292.4517__-227.7566	185.8243__158.2114	0__-500	-270.2604__-204.6772	-0.51858__-1.036	2.6703__4.8664	1	4.5171e-147	-419.7887	-324.3718	-142.8861	-105.1528	1.3204	1.3204
GLYC3tr	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
OROT5Ptr	0.0	0.6512	0.14496	0	0	0	-111.612__0.08255158	119.8291__0.02720711	-280.1685__0	-86.7282__0.0816703	-0.88499__2.3303	3.75642__22.5881	1	0	-184.6437	0.067778	-18.8297	0.095998	-1061.9309	-1061.9309
BUTSMCT1	0.8537	-0.0515	0.14539	1.4338e-23	5.1314e-22	4.095e-16	-224.66__-262.2643	276.225__274.4689	-1000__-500	-221.7341__-246.2826	0.0085187__-0.14341	2.6231__2.6871	1	1.4338e-23	-428.4712	-449.0632	-24.3534	-65.897	0.90032	0.90032
FOLOAT2tc	0.97369	0.0166	0.14496	0.89478	0.89065	0.43799	-202.6466__-202.1846	239.3527__235.8941	-1000__-1000	-196.6356__-186.8787	0.0075015__-0.06079	3.0499__3.3176	0	0.89478	-365.0081	-358.8821	-39.4071	-41.8471	1.0522	1.0522
GLUB0AT3tc	0.86577	-0.0596	0.14496	6.6705e-14	2.7087e-14	1.5357e-06	163.1977__151.2578	117.676__103.5519	0__71.8348	137.4389__132.7164	0.92554__0.93	3.6531__3.9992	1	6.6705e-14	70.6171	69.3256	235.9516	214.8769	1.0356	1.0356
METB0AT3tc	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	4.5819__4.7759	1.4534__1.574	-8.3693e-11__0	4.5127__4.725	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	3.7184	3.9212	5.3851	5.5539	0.95508	0.95508
PYRSMCT1	0.73965	0.1173	0.14505	1.7139e-38	2.1189e-40	3.7352e-46	-388.4185__-345.096	226.2225__233.1278	-500__-500	-404.6301__-343.9586	0.28854__0.086595	2.6416__2.7943	1	1.7139e-38	-557.6041	-506.3132	-234.6197	-190.2783	1.1764	1.1764
TYRB0AT3tc	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	5.8128__6.059	1.8439__1.9969	-1.0618e-10__0	5.725__5.9943	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	4.7174	4.9747	6.8318	7.0459	0.95508	0.95508
PCRNte	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0094624__0.0098631	0.0030016__0.0032506	-1.7284e-13__0	0.0093194__0.0097578	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0076792	0.008098	0.011121	0.01147	0.95508	0.95508
ODECRNte	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2366e-40	39.7503__43.8429	22.1358__22.854	10.298__0	37.9665__42.8003	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	23.3128	27.2405	54.1002	59.1785	0.88706	0.88706
PCREATte	0.63805	0.1583	0.14505	3.8781e-74	8.6784e-78	2.1051e-76	-101.1421__-35.38181	241.6378__254.1488	-1000__-500	-81.7742__-25.4133	-0.32005__-0.22161	3.5364__3.8702	1	3.8781e-74	-243.8405	-180.0518	54.1836	123.2688	3.2178	3.2178
ACORNt	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
C05463t2	0.82314	-0.071	0.14496	4.0523e-40	2.7673e-40	1.17e-21	-296.2406__-326.503	141.9888__177.4436	0__-500	-290.2918__-308.7233	-0.31335__-0.56058	2.9029__3.1954	1	4.0523e-40	-389.79	-431.3908	-195.2306	-195.0296	0.9403	0.9403
HC00900t2	0.97369	0.0166	0.14496	0.89478	0.89065	0.43801	-202.6466__-202.1846	239.3527__235.8941	-1000__-500	-196.6356__-186.8787	0.0075015__-0.06079	3.0499__3.3176	0	0.89478	-365.0081	-358.8821	-39.4071	-41.8471	1.0522	1.0522
HC00900t4	0.885	-0.056	0.14496	4.0952e-08	1.9545e-08	4.0691e-09	106.1357__86.77775	244.7213__242.5478	-1000__-1000	102.4491__74.99235	-0.091974__-0.11185	3.3024__3.8255	1	4.0952e-08	-53.3699	-67.4741	273.7321	248.5979	1.3661	1.3661
HXCOAte	0.79755	-0.0806	0.14496	2.0684e-18	1.4785e-19	2.8784e-28	-0.43467__-0.45307	0.13788__0.14932	-1.9175__-0.93426	-0.4281__-0.44824	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.51086	-0.52687	-0.35275	-0.37199	0.95508	0.95508
PSERtr	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.046045__-0.047995	0.014606__0.015818	-0.20313__0	-0.04535__-0.047483	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.054116	-0.055813	-0.037368	-0.039406	0.95508	0.95508
THBPTt	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
ARGCYSGLYt	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-8.2728__-8.6231	2.6243__2.842	-36.4956__0	-8.1479__-8.5311	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-9.7229	-10.0277	-6.7138	-7.0799	0.95508	0.95508
CYSCYSt	0.30384	0.3804	0.14496	0	0	0	-157.0898__-97.0709	79.9206__89.1622	-484.4039__-478.7272	-157.5586__-93.45088	-0.061023__-0.28835	3.2142__3.5374	1	0	-211.0128	-155.7911	-102.6255	-36.0332	1.686	1.686
GLYLYSCYSt	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-4.0398__-4.2109	1.2815__1.3878	-17.8217__-8.68308	-3.9788__-4.1659	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-4.748	-4.8968	-3.2785	-3.4573	0.95508	0.95508
LYSARGLEUt	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	18.7106__19.5029	5.9353__6.4277	41.2709__0	18.428__19.2947	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	15.1845	16.0126	21.9903	22.6796	0.95508	0.95508
C10CRNtr	0.0	-0.3354	0.1453	0	0	0	0__-112.3469	0__248.7009	0__0	0__-109.1618	none	none	1	0	0.0	-286.4041	0.0	57.826	0	0
C4CRNtr	0.7016	0.1359	0.1459	9.019e-50	3.4461e-47	7.523e-56	297.5602__343.263	205.3117__240.1299	1000__1000	293.8482__346.8695	0.2181__-0.29631	3.0547__4.1238	1	9.019e-50	147.1886	181.7359	437.5277	511.7718	0.84714	0.84714
DDECCRNtr	1.0	0.6088	0.15043	0	0	0	-2.8711e-17__2.904e-18	3.7044e-17__9.1919e-18	0__0	-2.5651e-17__3.104e-18	-0.33428__-0.49843	3.3556__4.3937	1	0	-5.1649e-17	-1.097e-18	-4.7999e-18	7.8903e-18	-8.2638	-8.2638
HDCECRNtr	1.0	0.5162	0.14548	0	0	0	-6.8403e-16__2.4886e-15	4.1738e-15__2.7528e-15	-2.3904e-15__0	-4.2022e-16__2.2814e-15	-0.052314__0.14651	3.3944__3.2484	1	0	-3.3467e-15	5.6155e-16	1.8712e-15	4.2855e-15	-0.18419	-0.18419
LNLCCRNtr	1.0	0.723	0.14975	0	0	0	-2.7841e-12__1.2624e-13	3.0356e-12__2.6691e-13	0__0	-2.3343e-12__1.0084e-13	-0.43562__0.47639	3.4485__5.649	1	0	-4.7563e-12	-3.7205e-14	-7.8011e-13	2.6405e-13	-23.1499	-23.1499
PMTCRNtr	1.0	0.7488	0.14958	0	0	0	-3.5917e-12__6.9787e-14	3.5707e-12__5.9269e-14	0__0	-3.1895e-12__6.798e-14	-0.43923__0.1697	3.4683__3.1203	1	0	-5.9279e-12	3.1461e-14	-1.1709e-12	1.0503e-13	-46.9179	-46.9179
HXAt3	0.57256	0.2108	0.14496	6.5619e-146	2.6488e-152	3.3248e-137	-300.2431__-197.2826	261.5155__287.0086	-499.0412__-999.415	-299.5315__-199.4178	0.071439__0.13854	2.6579__2.9569	1	6.5619e-146	-492.1903	-395.4614	-117.2803	-6.3338	1.502	1.502
PGLYCtm	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.17274__-0.18005	0.054795__0.059341	-0.76203__0	-0.17013__-0.17813	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.20302	-0.20938	-0.14019	-0.14783	0.95508	0.95508
BUTt2r	0.86738	-0.0866	0.14496	0.02076	0.024411	3.0932e-05	-72.9002__-80.9988	267.3536__240.8062	0__-500	-59.6914__-81.3047	-0.21128__0.065066	2.8802__3.2832	1	0.02076	-251.2714	-240.3458	112.1638	74.8899	0.73417	0.73417
THMt3	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
PAIL_hs_t1e	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.5831__0.60779	0.18497__0.20031	-1.0651e-11__0	0.57429__0.6013	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.47321	0.49902	0.68531	0.70679	0.95508	0.95508
MLTHFte3	0.83149	-0.0918	0.14513	2.4993e-13	1.4828e-13	1.5414e-20	109.5863__101.3921	77.5031__79.2158	0__0	98.1812__84.3282	0.84853__1.0861	3.8293__4.1839	1	2.4993e-13	47.2302	38.4657	157.5371	146.2369	1.1643	1.1643
CE1401te	0.67281	0.1842	0.14513	2.783e-104	2.9152e-101	1.4064e-93	341.8774__407.453	207.0958__224.1793	500__500	328.2896__408.9502	0.35181__0.17244	2.4119__2.3175	1	2.783e-104	172.561	230.116	494.3782	565.3349	0.80276	0.80276
XYLUDte	0.84377	0.0621	0.14505	2.3264e-17	8.1506e-18	6.6845e-17	206.2568__237.1065	263.849__242.6873	500__0	215.1235__252.6916	-0.22259__-0.36245	2.9687__3.6045	1	2.3264e-17	27.9787	74.5793	394.6348	407.295	0.85133	0.85133
GLCNte	0.17226	0.5132	0.14496	0	0	0	353.4599__490.6974	136.5148__152.6895	475.5573__0.200572	344.4024__475.3628	0.47595__0.2978	3.5695__2.9757	1	0	256.206	383.7833	440.9699	588.1844	0.7245	0.7245
SPHGNte	0.7489	0.11	0.14496	3.13e-37	1.0242e-37	2.2363e-40	257.2863__283.7758	143.2741__147.9228	-1.830537e-17__489.046	245.74__277.0271	0.61253__0.50448	3.7223__3.7694	1	3.13e-37	150.8956	176.3169	350.1657	383.0356	0.88706	0.88706
FDPte	0.68772	0.1842	0.14513	5.0341e-71	1.212e-68	8.9663e-66	-108.2328__-60.56782	208.6929__173.1597	0__0	-103.1313__-57.20858	0.062682__0.071896	3.4622__3.5767	1	5.0341e-71	-246.1978	-180.1474	26.5851	54.4076	1.8027	1.8027
DCMPtm	0.76419	0.1012	0.14496	2.9829e-33	1.239e-32	8.4146e-40	-157.1243__-138.7786	110.2877__107.3982	0__0	-138.4971__-115.5034	-1.0674__-1.1136	5.421__4.7273	1	2.9829e-33	-223.135	-201.3379	-71.5827	-53.3411	1.1991	1.1991
HMR_10023	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	38.0934__39.7064	12.0837__13.0863	-6.9581e-10__0	37.5179__39.2825	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	30.9146	32.6004	44.7706	46.1739	0.95508	0.95508
HMR_10046	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.51653__0.5384	0.16385__0.17744	-9.4349e-12__0	0.50873__0.53265	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.41919	0.44205	0.60707	0.6261	0.95508	0.95508
Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4139	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8792e-28	-12.898__-13.4441	4.0914__4.4309	-56.8992__0	-12.7031__-13.3006	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-15.1588	-15.6339	-10.4673	-11.0381	0.95508	0.95508
HMR_4141	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.066305__-0.069113	0.021033__0.022778	-0.29251__0	-0.065304__-0.068375	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.077928	-0.08037	-0.05381	-0.056744	0.95508	0.95508
HMR_4145	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.066305__-0.069113	0.021033__0.022778	-0.29251__0	-0.065304__-0.068375	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.077928	-0.08037	-0.05381	-0.056744	0.95508	0.95508
HMR_4147	0.70173	-0.1132	0.14496	3.6919e-67	1.8412e-70	6.6363e-53	-126.1665__-146.3182	73.012__86.3844	-333.3333__-499.2043	-112.1956__-128.0541	-0.9102__-0.80722	3.7718__3.2096	1	3.6919e-67	-170.7924	-201.6769	-68.6939	-77.4746	0.87616	0.87616
HMR_4410	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8792e-28	13.1134__13.6687	4.1598__4.5049	-2.3953e-10__0	12.9153__13.5228	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	10.6422	11.2225	15.412	15.8951	0.95508	0.95508
HMR_4456	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0036836__0.0038396	0.0011685__0.0012654	-6.7285e-14__0	0.003628__0.0037986	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0029894	0.0031525	0.0043293	0.004465	0.95508	0.95508
HMR_4652	0.70173	-0.1132	0.14496	3.6919e-67	1.8412e-70	6.6287e-53	-126.1665__-146.3182	73.012__86.3844	-333.3333__-224.3419	-112.1956__-128.0541	-0.9102__-0.80722	3.7718__3.2096	1	3.6919e-67	-170.7924	-201.6769	-68.6939	-77.4746	0.87616	0.87616
HMR_5297	0.79755	0.0808	0.14513	2.0684e-18	1.4785e-19	2.8829e-28	29.6557__30.9114	9.40716__10.1877	0__0	29.2077__30.5814	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	24.067	25.3794	34.8539	35.9463	0.95508	0.95508
Valine, leucine, and isoleucine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3215	0.70549	0.1122	0.14496	9.0769e-64	4.349e-67	7.6223e-49	96.51083__115.4068	70.4271__82.9132	-8.2804e-12__-2.9993e-12	83.1238__97.9361	0.90589__0.76154	3.6868__2.9578	1	9.0769e-64	40.5472	48.5491	139.2393	169.0969	0.84876	0.84876
HMR_3763	0.70549	0.1122	0.14496	9.0769e-64	4.349e-67	7.6242e-49	96.51083__115.4068	70.4271__82.9132	333.3333__-7.963334e-10	83.1238__97.9361	0.90589__0.76154	3.6868__2.9578	1	9.0769e-64	40.5472	48.5491	139.2393	169.0969	0.84876	0.84876
Vitamin A metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
RE1905C	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
Vitamin B12 metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_8613	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078853__0.00082192	0.00025013__0.00027089	-1.4403e-14__0	0.00077662__0.00081315	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063993	0.00067483	0.00092675	0.0009558	0.95508	0.95508
HMR_8615	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_8616	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
Vitamin D metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_2129	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2130	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
HMR_2131	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2132	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2133	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2134	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2135	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2136	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2137	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2139	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2142	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2143	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2144	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2145	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
MISC	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
EX_1a25dhvitd3_e_	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
EX_2pg_e_	0.79859	0.0826	0.14496	4.8826e-34	1.015e-33	2.8618e-27	-44.3038__-8.99568	206.1388__205.6604	0__-0.29493	-41.0298__-13.5625	0.037842__0.21526	3.6708__3.472	1	4.8826e-34	-175.0352	-144.6522	88.1417	116.4719	3.0252	3.0252
EX_3dhlchol_e_	0.41683	-0.3074	0.14496	1.8652e-309	1.583e-319	4.5751e-290	262.1937__197.2513	129.6648__104.9954	0__0	248.5932__187.9941	0.74972__0.68919	4.3538__3.9261	1	1.8652e-309	168.205	116.5756	343.6894	262.8726	1.3223	1.3223
EX_CE1401_e_	0.67281	0.1842	0.14513	2.783e-104	2.9152e-101	1.4064e-93	341.8774__407.453	207.0958__224.1793	500__500	328.2896__408.9502	0.35181__0.17244	2.4119__2.3175	1	2.783e-104	172.561	230.116	494.3782	565.3349	0.80276	0.80276
EX_HC00900_e_	0.70549	-0.1122	0.14496	9.0769e-64	4.349e-67	7.6223e-49	-96.51083__-115.4068	70.4271__82.9132	-333.3333__-477.4831	-83.1238__-97.9361	-0.90589__-0.76154	3.6868__2.9578	1	9.0769e-64	-139.2393	-169.0969	-40.5472	-48.5491	0.84876	0.84876
EX_HC02191_e_	0.60117	0.195	0.14496	5.8212e-151	9.8021e-156	5.4263e-136	128.2109__205.2641	200.4388__205.7778	-583.6419__3.373946e-13	124.5204__200.9609	-0.017638__0.055121	2.6986__2.6589	1	5.8212e-151	-13.2481	53.0613	272.3221	351.4774	0.61963	0.61963
EX_HC02192_e_	0.86704	-0.0927	0.14505	8.5835e-20	3.0461e-20	3.3002e-15	-280.7817__-307.5598	192.2347__217.4084	0__-500	-285.8851__-305.413	0.10598__-0.059654	2.6478__2.6536	1	8.5835e-20	-421.9846	-460.2519	-144.0973	-147.8671	0.93606	0.93606
EX_HC02193_e_	0.78	0.1168	0.14513	1.468e-32	1.1945e-30	5.1281e-25	-109.6228__-94.95551	96.7702__82.6086	0__0	-85.7558__-73.6129	-2.099__-1.5766	12.5782__7.34252	1	1.468e-32	-158.8687	-136.9717	-37.8595	-31.8019	1.165	1.165
EX_ahcys_e_	0.67281	-0.1844	0.14548	2.783e-104	2.9152e-101	1.4069e-93	-341.8774__-407.453	207.0958__224.1793	-500__-500	-328.2896__-408.9502	-0.35181__-0.17244	2.4119__2.3175	1	2.783e-104	-494.3782	-565.3349	-172.561	-230.116	0.80276	0.80276
EX_ahdt_e_	0.80827	-0.0794	0.14496	5.8533e-14	4.3761e-14	4.716e-21	150.7003__137.1557	129.6902__123.7885	-411.9781__-333.329	148.3313__128.1642	0.35446__1.0913	4.5893__8.3608	1	5.8533e-14	65.5545	51.3465	233.6588	212.912	1.1574	1.1574
EX_amet_e_	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
EX_argcysgly_e_	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	8.2728__8.6231	2.6243__2.842	-1.5111e-10__0	8.1479__8.5311	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	6.7138	7.0799	9.7229	10.0277	0.95508	0.95508
EX_atp_e_	0.65576	-0.1298	0.14513	1.8953e-77	7.371e-77	3.3327e-81	90.6654__6.47313	321.2605__317.6376	0__1000	91.1183__-7.09771	-0.081742__0.10711	2.8214__2.9574	1	1.8953e-77	-128.6	-210.5443	323.4386	221.5647	-12.8377	-12.8377
EX_c10crn_e_	0.0	0.3354	0.1453	0	0	0	0__112.3469	0__248.7009	0__0	0__109.1618	none	none	1	0	0.0	-57.826	0.0	286.4041	0	0
EX_c4crn_e_	0.7016	-0.136	0.14582	9.019e-50	3.4461e-47	7.522e-56	-297.5602__-343.263	205.3117__240.1299	-1000__-1000	-293.8482__-346.8695	-0.2181__0.29631	3.0547__4.1238	1	9.019e-50	-437.5277	-511.7718	-147.1886	-181.7359	0.84714	0.84714
EX_c6crn_e_	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
EX_c8dc_e_	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
EX_crm_hs_e_	0.79755	-0.081	0.14496	2.0684e-18	1.4785e-19	2.8752e-28	-5.6129__-5.8506	1.7805__1.9282	9.27113e-14__-12.0643	-5.5282__-5.7882	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-6.5968	-6.8036	-4.5552	-4.8036	0.95508	0.95508
EX_cyscys_e_	0.30384	-0.3804	0.14496	0	0	0	157.0898__97.0709	79.9206__89.1622	-262.1842__-263.3741	157.5586__93.45088	0.061023__0.28835	3.2142__3.5374	1	0	102.6255	36.0332	211.0128	155.7911	1.686	1.686
